threshold,tp,fp,fn,tn,precision,recall,f1,accuracy,tpr,tnr,fpr,tag
0.2666666666666666,0,0,449,2130,0.0,0.0,0.0,0.8259015122140364,0.0,1.0,0.0,CentralWest_South
0.3,0,0,449,2130,0.0,0.0,0.0,0.8259015122140364,0.0,1.0,0.0,CentralWest_South
0.3333333333333333,0,0,449,2130,0.0,0.0,0.0,0.8259015122140364,0.0,1.0,0.0,CentralWest_South
0.3666666666666666,0,0,449,2130,0.0,0.0,0.0,0.8259015122140364,0.0,1.0,0.0,CentralWest_South
0.4,0,0,449,2130,0.0,0.0,0.0,0.8259015122140364,0.0,1.0,0.0,CentralWest_South
0.4333333333333333,0,0,449,2130,0.0,0.0,0.0,0.8259015122140364,0.0,1.0,0.0,CentralWest_South
0.4666666666666667,0,0,449,2130,0.0,0.0,0.0,0.8259015122140364,0.0,1.0,0.0,CentralWest_South
0.5,0,0,449,2130,0.0,0.0,0.0,0.8259015122140364,0.0,1.0,0.0,CentralWest_South
0.5333333333333333,0,0,449,2130,0.0,0.0,0.0,0.8259015122140364,0.0,1.0,0.0,CentralWest_South
0.5666666666666667,0,0,449,2130,0.0,0.0,0.0,0.8259015122140364,0.0,1.0,0.0,CentralWest_South
0.6,0,0,449,2130,0.0,0.0,0.0,0.8259015122140364,0.0,1.0,0.0,CentralWest_South
0.6333333333333333,0,0,449,2130,0.0,0.0,0.0,0.8259015122140364,0.0,1.0,0.0,CentralWest_South
0.6666666666666666,0,0,449,2130,0.0,0.0,0.0,0.8259015122140364,0.0,1.0,0.0,CentralWest_South
0.7,0,0,449,2130,0.0,0.0,0.0,0.8259015122140364,0.0,1.0,0.0,CentralWest_South
0.7333333333333333,0,0,449,2130,0.0,0.0,0.0,0.8259015122140364,0.0,1.0,0.0,CentralWest_South
0.7666666666666666,0,0,449,2130,0.0,0.0,0.0,0.8259015122140364,0.0,1.0,0.0,CentralWest_South
